timestamp,steering_angle,speed,odom_x,odom_y,odom_yaw,linear_vel_x,angular_vel_z
43.043,-0.004000000189989805,2.5239999294281006,-0.03256132952889346,1.4281929497679896e-05,-7.579221836495022e-06,0.00024968687906197615,7.323128652700777e-07
43.077,-0.004000000189989805,2.5239999294281006,-0.03180896035886782,1.4347426209843033e-05,-8.059331372673328e-06,0.04922507833029323,-5.3637947114238546e-05
43.111,-0.004000000189989805,2.5380001068115234,-0.029281734991818853,1.4333932965134727e-05,-1.1158961521465398e-05,0.10122283709518354,-0.0001405644384546203
43.145,-0.004000000189989805,2.5510001182556152,-0.02499842861200985,1.4294017105882163e-05,-1.9026942574751764e-05,0.15255138811592422,-0.0003165948721372434
43.179,-0.004000000189989805,2.5510001182556152,-0.018980484017968036,1.4155030257355451e-05,-3.27532204858473e-05,0.20324731860100761,-0.00048482162290422606
43.212,-0.004000000189989805,2.566999912261963,-0.01125418528294908,1.3846244317232125e-05,-5.243461417232476e-05,0.2530514596651114,-0.0006647438813698871
43.247,-0.004000000189989805,2.5759999752044678,-0.0018440213937164218,1.3249800534039958e-05,-7.788499146262431e-05,0.30229160761376334,-0.0008229746151316249
43.28,-0.004000000189989805,2.5759999752044678,0.009228327866404928,1.2235837288745505e-05,-0.0001084534158544552,0.35082553078284856,-0.0009663798992793836
43.314,-0.004000000189989805,2.5929999351501465,0.02193586842676498,1.065098755708403e-05,-0.00014350861874181124,0.3985082463817427,-0.0010871271500436893
43.349,-0.004000000189989805,2.5929999351501465,0.03625604435583307,8.334124748544426e-06,-0.00018236441310375738,0.4456632924829413,-0.0011912058998891691
43.383,-0.004000000189989805,2.6070001125335693,0.05216499425635923,5.113702900656005e-06,-0.00022448527626810246,0.49200543806848396,-0.0012801805132866325
43.416,-0.004000000189989805,2.617000102996826,0.06964029763020052,8.140460931958522e-07,-0.0002694498991221105,0.5377986241442284,-0.0013595651501221752
43.449,-0.004000000189989805,2.63100004196167,0.08866190214850134,-4.747311592455871e-06,-0.00031700072454494217,0.5829390034357843,-0.0014329836009899634
43.484,-0.004000000189989805,2.63100004196167,0.10920454636056165,-1.175605528859697e-05,-0.00036699096853936094,0.6273205706186598,-0.0015038824158821764
43.518,-0.004000000189989805,2.6429998874664307,0.13124745834271678,-2.0405769775839295e-05,-0.0004193960756186845,0.6711904830744764,-0.0015753531178544318
43.553,-0.004000000189989805,2.6530001163482666,0.154772589111967,-3.0899478769292525e-05,-0.00047426684953042657,0.7145015603278644,-0.0016491499684393055
43.587,-0.004000000189989805,2.6530001163482666,0.17976033299508287,-4.344921105058568e-05,-0.0005317008880880754,0.7571963691119789,-0.0017260753440011014
43.619,-0.004000000189989805,2.674999952316284,0.2061864911888185,-5.827478480525483e-05,-0.0005918033413827292,0.7991172983973962,-0.0018061296532500806
43.655,-0.004000000189989805,2.681999921798706,0.234025817923466,-7.5604950220603e-05,-0.0006546817841128227,0.8404493136032577,-0.0018895804907072828
43.689,-0.004000000189989805,2.681999921798706,0.2632670791905338,-9.568950897872227e-05,-0.0007204592681875182,0.8814639558873876,-0.0019761790798812255
43.724,-0.004000000189989805,2.696000099182129,0.29389075445769597,-0.00011878370941247887,-0.0007892165822348841,0.921834899614723,-0.0020649503112851026
43.756,-0.003000000026077032,2.7049999237060547,0.32587921167518885,-0.00014514471408197307,-0.0008610246627557319,0.961722636972366,-0.0021382826907188337
43.791,-0.003000000026077032,2.7200000286102295,0.35921436724754496,-0.00017505971400836337,-0.0009304460933552646,1.0010145646192627,-0.001934968594785208
43.824,-0.003000000026077032,2.7200000286102295,0.39387410159031533,-0.00020840338897674243,-0.0009951613995542112,1.0397161264638803,-0.0018930444395038111
43.856,-0.003000000026077032,2.7339999675750732,0.4298426837916963,-0.00024534195160998303,-0.0010585254230178645,1.0779877310536696,-0.00182962319793131
43.892,-0.003000000026077032,2.7339999675750732,0.46710293070295295,-0.0002859188568290449,-0.0011205275179951284,1.1156256357893561,-0.00182807031527294
43.927,-0.003000000026077032,2.749000072479248,0.5056299485210157,-0.00033027839680913615,-0.0011829672045427292,1.1525796610979113,-0.0018428307727848129
43.961,-0.003000000026077032,2.759999990463257,0.5454053960256239,-0.000378569408497191,-0.0012462797440248793,1.1890495613432779,-0.0018848260503930535
43.994,-0.003000000026077032,2.7720000743865967,0.5864106671850414,-0.0004309866587620555,-0.0013113716281643207,1.22486838439337,-0.0019418554907479908
44.03,-0.003000000026077032,2.7720000743865967,0.6286218283113243,-0.0004877353152163541,-0.0013785577181330126,1.2600496190877952,-0.002010080879486088
44.063,-0.003000000026077032,2.7720000743865967,0.6720195803479793,-0.0005490487259665736,-0.001448225029421432,1.2946088296101959,-0.0020845911039625922
44.097,-0.003000000026077032,2.7929999828338623,0.7165820489075369,-0.0006151688061687437,-0.0015204527527034194,1.3286728843902451,-0.00216177358066287
44.131,-0.003000000026077032,2.803999900817871,0.7622968622963026,-0.0006863619167745154,-0.001595335565388832,1.3623436477800732,-0.0022395095162681
44.165,-0.003000000026077032,2.803999900817871,0.8091468631150565,-0.0007628927992393635,-0.0016728189413538713,1.3953957704527988,-0.002314983331585916
44.199,-0.003000000026077032,2.821000099182129,0.8571108626506543,-0.0008450207904898853,-0.0017528249892630997,1.427959787965635,-0.002387756132832172
44.233,-0.003000000026077032,2.8340001106262207,0.9061740338673735,-0.0009330163601366432,-0.0018352369412985858,1.4599713935715897,-0.002456622743548689
44.268,-0.003000000026077032,2.8450000286102295,0.9563158461443036,-0.0010271364172916109,-0.001919927321831028,1.4914743812150675,-0.0025219276698197953
44.299,-0.003000000026077032,2.8529999256134033,1.0075218119615992,-0.0011276466235277827,-0.0020067722173410132,1.5225591592124528,-0.0025835768192593745
44.335,-0.003000000026077032,2.8529999256134033,1.059776929976258,-0.0012348082167428643,-0.0020956566152522203,1.5531759024655578,-0.002642040167843332
44.369,-0.003000000026077032,2.865999937057495,1.1130654239903512,-0.001348877611150029,-0.002186476494979352,1.5833730190569977,-0.0026976664748614176
44.403,-0.003000000026077032,2.878000020980835,1.167372229684502,-0.0014701097417277025,-0.002279141682794372,1.6130191530581757,-0.0027506942207362385
44.437,-0.003000000026077032,2.878000020980835,1.2226781265133773,-0.0015987461863111278,-0.0023735721448316515,1.642201016099854,-0.002801738883209112
44.472,-0.003000000026077032,2.8929998874664307,1.2789679862848398,-0.0017350351869749726,-0.002469704917088137,1.67084645412651,-0.0028509302898652067
44.507,-0.003000000026077032,2.8929998874664307,1.3362246585204602,-0.0018792166579983593,-0.0025674885641511647,1.6991272228134544,-0.002899002139399556
44.54,-0.003000000026077032,2.9089999198913574,1.3944346753841144,-0.0020315383444611864,-0.0026668830496723896,1.726875172883945,-0.0029457690247930188
44.573,-0.003000000026077032,2.9089999198913574,1.4535818002219467,-0.0021922376456668005,-0.002767856454597953,1.7543036156653602,-0.0029919546622861753
44.607,-0.003000000026077032,2.9260001182556152,1.5136534728215663,-0.002361561729403763,-0.0028703820164662323,1.7812121846023974,-0.0030371558620424705
44.641,-0.003000000026077032,2.936000108718872,1.5746348517043138,-0.0025397486396835926,-0.002974439594883377,1.8078567933880203,-0.0030820871484898583
44.675,-0.003000000026077032,2.946000099182129,1.6365164638750107,-0.0027270525205460843,-0.003080013667929006,1.8341568362404546,-0.003126476360377089
44.709,-0.003000000026077032,2.9570000171661377,1.6992866524741035,-0.0029237201759278104,-0.003187091001722892,1.8601186066057382,-0.0031704981928138663
44.743,-0.003000000026077032,2.9649999141693115,1.7629341748237544,-0.0031299993628956455,-0.0032956569725065324,1.8857625661241553,-0.00321409856190743
44.776,-0.003000000026077032,2.9649999141693115,1.8274471226202618,-0.0033461350132185336,-0.0034056964793846007,1.9110279215854125,-0.003257225199469253
44.811,-0.003000000026077032,2.9800000190734863,1.8928104542108422,-0.0035723600534331196,-0.003517188457554225,1.935772884403735,-0.0032995902410319004
44.845,-0.003000000026077032,2.9800000190734863,1.95901103379563,-0.0038089110748868774,-0.003630116735929934,1.960291046656479,-0.0033417038629332276
44.879,-0.003000000026077032,2.994999885559082,2.0260367615818615,-0.004056027620853669,-0.0037444614792886207,1.9843014808997255,-0.0033830326195051835
44.914,-0.003000000026077032,3.00600004196167,2.093875648287584,-0.004313946673401097,-0.0038602089075894016,2.0081189918668523,-0.003424136033455743
44.947,-0.003000000026077032,3.0139999389648438,2.1625188915874256,-0.004582916962359665,-0.003977343387964457,2.0316445323253687,-0.0034647938363485623
44.98,-0.003000000026077032,3.0260000228881836,2.231956901200954,-0.0048631830353854984,-0.004095851920468792,2.054848957889063,-0.0035049412131735007
45.015,-0.003000000026077032,3.0260000228881836,2.3021753684532698,-0.005154968455281195,-0.004215710502375012,2.0775583546865444,-0.0035443018881943854
45.049,-0.003000000026077032,3.0260000228881836,2.373162125678716,-0.005458502087020362,-0.004336901798931471,2.100038910806886,-0.003583303194373639
45.083,-0.0020000000949949026,3.0450000762939453,2.4449049511103533,-0.005773992827904363,-0.004459431377607583,2.122065564161614,-0.0036338790364358726
45.117,-0.0020000000949949026,3.055000066757202,2.517395608687909,-0.006101678167951431,-0.0045763476266133165,2.1440299193246646,-0.003140679169861928
45.148,-0.0020000000949949026,3.062999963760376,2.5906285435707543,-0.006440495052651512,-0.004676103110979759,2.165726973841252,-0.0028327232545782735
45.183,-0.0020000000949949026,3.062999963760376,2.664594062242182,-0.0067898548778666966,-0.0047691862218769854,2.187102041429702,-0.0026157295878525555
45.219,-0.0020000000949949026,3.0829999446868896,2.7392785713898453,-0.0071492517485814,-0.004854861235812285,2.20802264002076,-0.0024652553534374997
45.252,-0.0020000000949949026,3.0829999446868896,2.8146671450568177,-0.007518371507191474,-0.004937587508953081,2.2285920595814765,-0.0023969814669024063
45.287,-0.0020000000949949026,3.0929999351501465,2.890754575156952,-0.007897119116984763,-0.0050182446623832765,2.249099824943698,-0.002362355554202954
45.319,-0.0020000000949949026,3.1019999980926514,2.9675351660073535,-0.008285493801832348,-0.005098755677316253,2.269327773765676,-0.002373269021372414
45.354,-0.0020000000949949026,3.11299991607666,3.0449996272039055,-0.008683583338050612,-0.0051798350193225364,2.289376529065994,-0.0023999290283359554
45.386,-0.0020000000949949026,3.125999927520752,3.123142127387783,-0.00909153945139887,-0.005262218595306125,2.3091656433838432,-0.0024450672586351857
45.422,-0.0020000000949949026,3.125999927520752,3.2019508355529815,-0.009509528660430608,-0.005346195711269074,2.3286273379572924,-0.0024942594264090834
45.457,-0.0020000000949949026,3.1389999389648438,3.281418790879604,-0.009937756978903797,-0.0054319350668166535,2.3479461434577025,-0.0025472679968896444
